,R/O,Year,Host_City,Country,Contestant,Song,Points,Place,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1238,7,1962,Luxembourg,Germany,Conny Froboess,Zwei Kleine Italiener,9,6th,0thM3dVvvPrLlpJVQGcqEj,0.632,0.447,10.0,-8.889,1.0,0.0262,0.0322,0.0,0.163,0.878,98.1,163587.0,4.0
1239,8,1962,Luxembourg,The Netherlands,De Spelbrekers,Katinka,—,13th,,,,,,,,,,,,,,
1240,9,1962,Luxembourg,France,Isabelle Aubret,Un Premier Amour,26,1st,4Ef10kYzHQxoDQFgXwkd8H,0.307,0.32299999999999995,2.0,-10.745,0.0,0.0324,0.767,0.0,0.0938,0.5329999999999999,90.15799999999999,153023.0,4.0
1241,10,1962,Luxembourg,Norway,Inger Jacobsen,"Kom Sol, Kom Regn",2,10th,0iUroSitQySYZr5tdT4StB,0.212,0.369,10.0,-12.522,1.0,0.0306,0.155,1.93e-06,0.16399999999999998,0.21100000000000002,100.84299999999999,162000.0,4.0
1242,11,1962,Luxembourg,Switzerland,Jean Philippe,Le Retour,2,10th,,,,,,,,,,,,,,
1243,12,1962,Luxembourg,Yugoslavia,Lola Novakovic,Ne Pali Svetlo U Sumrak,10,4th,,,,,,,,,,,,,,
1244,13,1962,Luxembourg,United Kingdom,Ronnie Carroll,Ring-a-ding Girl,10,4th,0kqdsvUnpQmnflyNw2RVvw,0.509,0.445,10.0,-12.379000000000001,0.0,0.142,0.84,0.0,0.168,0.84,200.6,176213.0,4.0
1245,14,1962,Luxembourg,Luxembourg,Camillo Felgen,Petit Bonhomme,11,3rd,,,,,,,,,,,,,,
1246,15,1962,Luxembourg,Italy,Claudio Villa,"Addio, Addio",3,9th,,,,,,,,,,,,,,
1247,16,1962,Luxembourg,Monaco,François Deguelt,Dis Rien,13,2nd,,,,,,,,,,,,,,
1248,1,1961,Cannes,Spain,Conchita Bautista,Estando Contigo,8,9th,,,,,,,,,,,,,,
1249,2,1961,Cannes,Monaco,Colette Deréal,"Allons, Allons Les Enfants",6,10th,,,,,,,,,,,,,,
1250,3,1961,Cannes,Austria,Jimmy Makulis,Sehnsucht,1,15th,,,,,,,,,,,,,,
1251,4,1961,Cannes,Finland,Laila Kinnunen,Valoa Ikkunassa,6,10th,5ePzm2kj1yhoHXQt7Wg9nD,0.34700000000000003,0.272,10.0,-10.265,0.0,0.0318,0.972,0.000262,0.10400000000000001,0.414,100.85799999999999,153933.0,4.0
1252,5,1961,Cannes,Yugoslavia,Ljiljana Petrovic,Neke Davne Zvezde,9,8th,5iifgVNCvItrSpFNxKjAgG,0.175,0.304,7.0,-6.747000000000001,1.0,0.0304,0.932,1.65e-05,0.40700000000000003,0.16699999999999998,81.003,197320.0,3.0
1253,6,1961,Cannes,The Netherlands,Greetje Kauffeld,Wat Een Dag,6,10th,,,,,,,,,,,,,,
1254,7,1961,Cannes,Sweden,Lill-Babs,"April, April",2,14th,6dkODYmzFy7ocAszlfPlM1,0.527,0.509,10.0,-7.792000000000001,1.0,0.0434,0.561,0.0,0.11,0.649,122.65700000000001,152200.0,4.0
1255,8,1961,Cannes,Germany,Lale Andersen,Einmal Sehen Wir Uns Wieder,3,13th,7LfdO0Tae1JXAd0JwaNZGc,0.29600000000000004,0.36200000000000004,7.0,-7.855,1.0,0.0316,0.539,0.0,0.23399999999999999,0.48700000000000004,79.104,143013.0,4.0
1256,9,1961,Cannes,France,Jean-Paul Mauric,Printemps (avril Carillonne),13,4th,,,,,,,,,,,,,,
1257,10,1961,Cannes,Switzerland,Franca di Rienzo,Nous Aurons Demain,16,3rd,,,,,,,,,,,,,,
1258,11,1961,Cannes,Belgium,Bob Benny,"September, Gouden Roos",1,15th,,,,,,,,,,,,,,
1259,12,1961,Cannes,Norway,Nora Brockstedt,Sommer I Palma,10,7th,4NPpSIxpQaGDWxSHvCmWGD,0.312,0.14400000000000002,5.0,-15.787,0.0,0.032,0.955,2e-05,0.348,0.203,95.415,217000.0,5.0
1260,13,1961,Cannes,Denmark,Dario Campeotto,Angelique,12,5th,,,,,,,,,,,,,,
1261,14,1961,Cannes,Luxembourg,Jean-Claude Pascal,Nous Les Amoureux,31,1st,35PWl4T8d2U3a5AboajXXw,0.418,0.281,9.0,-12.761,0.0,0.0351,0.961,5.7499999999999995e-05,0.115,0.251,116.43299999999999,187107.0,4.0
1262,15,1961,Cannes,United Kingdom,The Allisons,Are You Sure?,24,2nd,,,,,,,,,,,,,,
1263,16,1961,Cannes,Italy,Betty Curtis,Al Di Là,12,5th,,,,,,,,,,,,,,
1264,1,1960,London,United Kingdom,Bryan Johnson,"Looking High, High, High",25,2nd,,,,,,,,,,,,,,
1265,2,1960,London,Sweden,Siw Malmkvist,Alla Andra Får Varann,4,10th,,,,,,,,,,,,,,
1266,3,1960,London,Luxembourg,Camillo Felgen,So Laang We's Du Do Bast,1,13th,,,,,,,,,,,,,,
1267,4,1960,London,Denmark,Katy Bødtger,Det Var En Yndig Tid,4,10th,5d9pbMLhZQmXYFyMC1NO9j,0.377,0.35200000000000004,5.0,-9.488,0.0,0.0356,0.985,0.00499,0.292,0.39899999999999997,103.345,215435.0,4.0
1268,5,1960,London,Belgium,Fud Leclerc,Mon Amour Pour Toi,9,6th,,,,,,,,,,,,,,
1269,6,1960,London,Norway,Nora Brockstedt,Voi-voi,11,4th,4tljE9gIKxc5s0Z0VV90VN,0.7340000000000001,0.299,7.0,-9.673,0.0,0.0449,0.88,1e-05,0.0702,0.598,79.003,138173.0,4.0
1270,7,1960,London,Austria,Harry Winter,Du Hast Mich So Fasziniert,6,7th,,,,,,,,,,,,,,
1271,8,1960,London,Monaco,François Deguelt,Ce Soir-là,15,3rd,,,,,,,,,,,,,,
1272,9,1960,London,Switzerland,Anita Traversi,Cielo E Terra,5,8th,,,,,,,,,,,,,,
1273,10,1960,London,The Netherlands,Rudi Carrell,Wat Een Geluk,2,12th,23m199vGQ4pRqRsjz6pWoa,0.688,0.493,8.0,-12.249,1.0,0.107,0.784,0.0242,0.314,0.8340000000000001,136.275,151320.0,4.0
1274,11,1960,London,Germany,Wyn Hoop,"Bonne Nuit, Ma Chérie!",11,4th,,,,,,,,,,,,,,
1275,12,1960,London,Italy,Renato Rascel,Romantica,5,8th,,,,,,,,,,,,,,
1276,13,1960,London,France,Jacqueline Boyer,Tom Pillibi,32,1st,3fZIQ0sdsy7u7YDmOpqbxS,0.418,0.353,11.0,-10.04,0.0,0.0341,0.8190000000000001,0.0,0.33299999999999996,0.541,137.196,183040.0,4.0
1277,1,1959,Cannes,France,Jean Philippe,"Oui, Oui, Oui, Oui",15,3rd,,,,,,,,,,,,,,
1278,2,1959,Cannes,Denmark,Birthe Wilke,Uh-jeg Ville Ønske Jeg Var Dig,12,5th,0mdmV8lDT7G3rUNoAmiEAg,0.6829999999999999,0.32,5.0,-11.452,1.0,0.0677,0.861,1.59e-06,0.049,0.631,123.34,164027.0,4.0
1279,3,1959,Cannes,Italy,Domenico Modugno,Piove,9,6th,27S2WC5UIYWwMiHxLWwXAI,0.375,0.34299999999999997,2.0,-10.763,1.0,0.0299,0.636,0.00748,0.185,0.65,134.142,139520.0,4.0
1280,4,1959,Cannes,Monaco,Jacques Pills,Mon Ami Pierrot,1,11th,,,,,,,,,,,,,,
1281,5,1959,Cannes,The Netherlands,Teddy Scholten,Een Beetje,21,1st,,,,,,,,,,,,,,
1282,6,1959,Cannes,Germany,Alice and Ellen Kessler,Heut' Woll'n Wir Tanzen Geh'n,5,8th,,,,,,,,,,,,,,
1283,7,1959,Cannes,Sweden,Brita Borg,Augustin,4,9th,,,,,,,,,,,,,,
1284,8,1959,Cannes,Switzerland,Christa Williams,Irgendwoher,14,4th,,,,,,,,,,,,,,
1285,9,1959,Cannes,Austria,Ferry Graf,Der K. Und K. Kalypso Aus Wien,4,9th,,,,,,,,,,,,,,
1286,10,1959,Cannes,United Kingdom,Pearl Carr and Teddy Johnson,Sing Little Birdie,16,2nd,,,,,,,,,,,,,,
1287,11,1959,Cannes,Belgium,Bob Benny,Hou Toch Van Mij,9,6th,,,,,,,,,,,,,,
1288,1,1958,Hilversum,Italy,Domenico Modugno,Nel Blu Dipinto Di Blu,13,3rd,006Ndmw2hHxvnLbJsBFnPx,0.518,0.06,10.0,-14.887,1.0,0.0441,0.987,7.87e-06,0.161,0.336,127.87,216373.0,4.0
1289,2,1958,Hilversum,The Netherlands,Corry Brokken,Heel De Wereld,1,9th,2O71HdaGDHw0pvjBOTpAT6,0.226,0.313,8.0,-9.587,1.0,0.0338,0.7,0.000395,0.106,0.294,171.396,170753.0,1.0
1290,3,1958,Hilversum,France,André Claveau,Dors Mon Amour,27,1st,2AmqArs9e0pdPzBW7IPowW,0.245,0.374,8.0,-11.539000000000001,1.0,0.042,0.907,8.47e-06,0.147,0.187,176.225,191791.0,5.0
1291,4,1958,Hilversum,Luxembourg,Solange Berry,Un Grand Amour,1,9th,,,,,,,,,,,,,,
1292,5,1958,Hilversum,Sweden,Alice Babs,Lilla Stjärna,10,4th,,,,,,,,,,,,,,
1293,6,1958,Hilversum,Denmark,Raquel Rastenni,Jeg Rev Et Blad Ud Af Min Dagbog,3,8th,2nEHSK9YZ07207EcKEd0nv,0.315,0.38299999999999995,11.0,-6.914,0.0,0.0342,0.887,0.0,0.243,0.26899999999999996,122.448,203613.0,4.0
1294,7,1958,Hilversum,Belgium,Fud Leclerc,Ma Petite Chatte,8,5th,,,,,,,,,,,,,,
1295,8,1958,Hilversum,Germany,Margot Hielscher,Für Zwei Groschen Musik,5,7th,7gvmOfTwoeQsVsCyKWs6QG,0.48700000000000004,0.14400000000000002,7.0,-14.036,1.0,0.084,0.9470000000000001,0.0,0.128,0.467,177.197,195667.0,4.0
1296,9,1958,Hilversum,Austria,Liane Augustin,Die Ganze Welt Braucht Liebe,8,5th,,,,,,,,,,,,,,
1297,10,1958,Hilversum,Switzerland,Lys Assia,Giorgio,24,2nd,,,,,,,,,,,,,,
1298,1,1957,Frankfurt,Belgium,Bobbejaan Schoepen,Straatdeuntje,5,8th,1uDTs2Ly71VpsEalVrbojy,0.5379999999999999,0.517,10.0,-8.982999999999999,1.0,0.268,0.67,0.00542,0.124,0.823,181.517,165173.0,3.0
1299,2,1957,Frankfurt,Luxembourg,Danièle Dupré,Tant De Peine,8,4th,,,,,,,,,,,,,,
1300,3,1957,Frankfurt,United Kingdom,Patricia Bredin,All,6,7th,,,,,,,,,,,,,,
1301,4,1957,Frankfurt,Italy,Nunzio Gallo,Corde Della Mia Chitarra,7,6th,2m7B8WNSsCOhd6V9Oa6ETW,0.392,0.0563,7.0,-21.822,1.0,0.0448,0.976,7.829999999999999e-05,0.16399999999999998,0.21100000000000002,96.715,205960.0,1.0
1302,5,1957,Frankfurt,Austria,Bob Martin,"Wohin, Kleines Pony",3,10th,,,,,,,,,,,,,,
1303,6,1957,Frankfurt,The Netherlands,Corry Brokken,Net Als Toen,31,1st,5pZKDGWSzdWse9hfNTsEV8,0.39299999999999996,0.27899999999999997,8.0,-10.192,1.0,0.0418,0.818,0.0,0.0955,0.501,122.573,205107.0,4.0
1304,7,1957,Frankfurt,Germany,Margot Hielscher,"Telefon, Telefon",8,4th,,,,,,,,,,,,,,
1305,8,1957,Frankfurt,France,Paule Desjardins,La Belle Amour,17,2nd,,,,,,,,,,,,,,
1306,9,1957,Frankfurt,Denmark,Birthe Wilke and Gustav Winckler,Skibet Skal Sejle I Nat,10,3rd,,,,,,,,,,,,,,
1307,10,1957,Frankfurt,Switzerland,Lys Assia,L'enfant Que J'étais,5,8th,,,,,,,,,,,,,,
1308,1,1956,Lugano,The Netherlands,Jetty Paerl,De Vogels Van Holland,—,2nd,,,,,,,,,,,,,,
1309,2,1956,Lugano,Switzerland,Lys Assia,Das Alte Karussell,—,2nd,,,,,,,,,,,,,,
1310,3,1956,Lugano,Belgium,Fud Leclerc,Messieurs Les Noyés De La Seine,—,2nd,,,,,,,,,,,,,,
1311,4,1956,Lugano,Germany,Walter Andreas Schwarz,Im Wartesaal Zum Großen Glück,—,2nd,0AgEJVretpGgR19xND01Sy,0.534,0.122,0.0,-16.949,1.0,0.131,0.82,0.0,0.132,0.402,108.38,244520.0,4.0
1312,5,1956,Lugano,France,Mathé Altéry,Le Temps Perdu,—,2nd,,,,,,,,,,,,,,
1313,6,1956,Lugano,Luxembourg,Michèle Arnaud,Ne Crois Pas,—,2nd,6FvurqfNB7a0gETC77KPRO,0.684,0.452,3.0,-10.719000000000001,0.0,0.0492,0.735,0.0,0.287,0.868,138.384,113867.0,4.0
1314,7,1956,Lugano,Italy,Franca Raimondi,Aprite Le Finestre,—,2nd,2qlN0HtvDVR2c3f1TGT0bb,0.5920000000000001,0.317,2.0,-7.941,1.0,0.0489,0.598,0.0,0.107,0.789,123.725,161960.0,4.0
1315,8,1956,Lugano,The Netherlands,Corry Brokken,Voorgoed Voorbij,—,2nd,,,,,,,,,,,,,,
1316,9,1956,Lugano,Switzerland,Lys Assia,Refrain,—,1st,,,,,,,,,,,,,,
1317,10,1956,Lugano,Belgium,Mony Marc,Le Plus Beau Jour De Ma Vie,—,2nd,,,,,,,,,,,,,,
1318,11,1956,Lugano,Germany,Freddy Quinn,So Geht Das Jede Nacht,—,2nd,2dnXvk1xxHNOPV59JhdR5D,0.664,0.746,5.0,-5.375,1.0,0.0672,0.631,0.0,0.33,0.905,97.13,126533.0,4.0
1319,12,1956,Lugano,France,Dany Dauberson,Il Est Là,—,2nd,,,,,,,,,,,,,,
1320,13,1956,Lugano,Luxembourg,Michèle Arnaud,Les Amants De Minuit,—,2nd,4Htfcujp7KxcgEnJeRrAbT,0.387,0.23199999999999998,11.0,-9.529,1.0,0.0388,0.948,0.0,0.0679,0.154,99.369,157100.0,4.0
1321,14,1956,Lugano,Italy,Tonina Torielli,Amami Se Vuoi,—,2nd,2JkHI76Qs75j9j1mu93pA8,0.299,0.19899999999999998,5.0,-10.255999999999998,1.0,0.0452,0.975,0.0,0.0788,0.175,84.816,193176.0,4.0
